时间戳,日期,时段,年,月,日,星期,是否周末,季度,小时,是否高峰时段,是否夜间,系统负荷-日前,系统负荷-实时,风电出力-日前,风电出力-实时,光伏出力-日前,光伏出力-实时,水电出力-日前,水电出力-实时,联络线计划-日前,联络线计划-实时,非市场化机组出力-日前,非市场化机组出力-实时,平均出清价格-日前（元/MWh）,平均出清价格-实时（元/MWh）
2025-01-17_15:00-16:00,2025-01-17,15:00-16:00,2025,1,17,5,0,1,15,1,0,35093,31663.068,945.022,890.718994,9531.812,6424.036133,9470.999,10531.197,-1627.0,-2343.0,15639.469,16944.31,425.130737,283.14563
2025-01-17_16:00-17:00,2025-01-17,16:00-17:00,2025,1,17,5,0,1,16,0,0,36595,33958.684,1056.495,985.430176,2687.9,2147.664063,11812.471,11638.625,-1302.0,-1602.0,15909.026,15244.831,453.983978,446.000153
2025-01-17_17:00-18:00,2025-01-17,17:00-18:00,2025,1,17,5,0,1,17,0,0,36716,35288.281,1319.075,1154.901978,16.8,46.109802,12993.999,11976.259,-845.0,-925.0,17266.199,14928.909,451.000061,450.0
2025-01-17_18:00-19:00,2025-01-17,18:00-19:00,2025,1,17,5,0,1,18,0,0,37088,35889.84,1655.224,1569.405762,2.38,0.12,12567.999,11935.354,-150.0,-202.0,16654.754,14822.835,451.624878,450.000214
2025-01-17_19:00-20:00,2025-01-17,19:00-20:00,2025,1,17,5,0,1,19,0,0,37295,36326.949,1891.487,1752.468262,1.27,0.06,12840.324,11941.691,-9.0,-61.0,15985.036,14781.487,464.396851,451.01297
2025-01-17_20:00-21:00,2025-01-17,20:00-21:00,2025,1,17,5,0,1,20,0,0,36706,36016.844,1878.494,1563.416382,0.65,0.12,12136.699,11390.686,67.0,-491.0,15251.051,14159.662,464.0,462.03125
2025-01-17_21:00-22:00,2025-01-17,21:00-22:00,2025,1,17,5,0,1,21,0,0,34310,34272.102,1741.784,1353.246216,0.33,0.0,10828.699,10831.491,-757.0,-817.0,13698.329,13591.019,464.000061,464.000122
2025-01-17_22:00-23:00,2025-01-17,22:00-23:00,2025,1,17,5,0,1,22,0,1,31435,31022.07,1594.223,1073.143677,0.21,0.0,9084.599,9582.376,-767.0,-820.0,11860.299,12304.475,452.000092,452.0
2025-01-17_23:00-24:00,2025-01-17,23:00-24:00,2025,1,17,5,0,1,23,0,1,28933,28595.623,1445.521,975.101868,0.26,0.0,8989.599,10393.489,-1008.0,-1882.0,11564.429,12917.631,445.999695,448.000031
2025-01-18_00:00-01:00,2025-01-18,00:00-01:00,2025,1,18,6,1,1,0,0,1,29082,28139.316,1133.109,950.968018,0.1,0.0,9570.023,9396.857,-1355.0,-1767.0,12062.253,11873.003,447.999939,447.0
2025-01-18_01:00-02:00,2025-01-18,01:00-02:00,2025,1,18,6,1,1,1,0,1,27589,26946.568,973.495,795.092773,0.05,0.0,9453.499,9374.943,-1995.0,-2275.0,11918.659,11853.4,446.000031,445.000275
2025-01-18_02:00-03:00,2025-01-18,02:00-03:00,2025,1,18,6,1,1,2,0,1,26714,25854.254,840.854,691.100952,0.04,0.0,9428.899,9391.368,-2125.0,-2614.0,11889.449,11812.723,443.999939,444.000092
2025-01-18_03:00-04:00,2025-01-18,03:00-04:00,2025,1,18,6,1,1,3,0,1,26103,25403.303,723.848,606.600037,0.02,0.0,9028.899,9287.319,-2125.0,-2615.0,11476.859,11720.792,444.000092,434.0
2025-01-18_04:00-05:00,2025-01-18,04:00-05:00,2025,1,18,6,1,1,4,0,1,26002,25566.564,640.715,417.233917,0.01,0.02,9028.899,9288.289,-2125.0,-2612.0,11503.309,11736.414,444.999878,444.0
2025-01-18_05:00-06:00,2025-01-18,05:00-06:00,2025,1,18,6,1,1,5,0,1,26686,26417.59,571.764,348.303925,0.01,0.11,8991.999,9288.407,-1769.0,-2256.0,11469.739,11694.701,446.000122,445.000153
2025-01-18_06:00-07:00,2025-01-18,06:00-07:00,2025,1,18,6,1,1,6,0,1,28080,27545.758,503.391,395.553894,17.02,1.68,9027.099,9326.022,-1126.0,-1464.0,11501.499,11745.388,448.000061,447.000122
2025-01-18_07:00-08:00,2025-01-18,07:00-08:00,2025,1,18,6,1,1,7,0,0,31819,31261.35,423.164,380.833954,1289.293,707.946716,10024.142,9932.238,-1177.0,-1177.0,12946.863,12868.145,451.999847,450.003998
2025-01-18_08:00-09:00,2025-01-18,08:00-09:00,2025,1,18,6,1,1,8,1,0,34423,33769.336,345.066,362.827087,6382.67,3194.438965,9631.218,10019.326,-1021.0,-2644.0,14412.688,14535.8,442.193024,448.356354
2025-01-18_09:00-10:00,2025-01-18,09:00-10:00,2025,1,18,6,1,1,9,1,0,35129,33567.031,257.552,287.64505,11774.669,5552.252441,7832.427,8393.041,167.0,-1189.0,14618.797,14618.703,204.19046,447.081909
2025-01-18_10:00-11:00,2025-01-18,10:00-11:00,2025,1,18,6,1,1,10,1,0,35085,33092.668,203.752,181.032028,16012.587,7945.970215,6451.003,8168.361,-303.0,-1681.0,13525.088,16338.047,163.617828,446.467651
2025-01-18_11:00-12:00,2025-01-18,11:00-12:00,2025,1,18,6,1,1,11,1,0,33583,30955.879,201.595,187.534027,18130.493,9843.697266,6451.003,8109.257,-830.0,-2533.0,13908.323,17076.163,27.408209,383.756378
2025-01-18_12:00-13:00,2025-01-18,12:00-13:00,2025,1,18,6,1,1,12,1,0,33413,30371.016,220.414,193.343002,18308.262,10543.41992,6451.003,8260.018,-964.0,-2492.0,15254.453,17602.643,0.0,274.594116
2025-01-18_13:00-14:00,2025-01-18,13:00-14:00,2025,1,18,6,1,1,13,1,0,32988,29759.254,246.983,201.578995,16559.219,9988.929688,6451.003,8495.756,-975.0,-2132.0,14998.703,17613.39,0.0,189.213135
2025-01-18_14:00-15:00,2025-01-18,14:00-15:00,2025,1,18,6,1,1,14,1,0,32304,29923.861,253.654,190.208969,12851.541,8060.795898,6521.003,8433.311,-963.0,-1369.0,13746.573,16092.981,81.167625,299.084076
2025-01-18_15:00-16:00,2025-01-18,15:00-16:00,2025,1,18,6,1,1,15,1,0,32605,31004.525,280.747,183.421967,7703.079,5172.936035,9470.999,10037.623,-1705.0,-2799.0,15014.469,15632.432,423.823303,435.043701
2025-01-18_16:00-17:00,2025-01-18,16:00-17:00,2025,1,18,6,1,1,16,0,0,33455,32985.301,345.231,249.770935,2320.527,1680.654663,11734.76,11439.581,-1352.0,-1320.0,15789.975,14773.603,452.670898,452.394043
2025-01-18_17:00-18:00,2025-01-18,17:00-18:00,2025,1,18,6,1,1,17,0,0,34688,34339.059,480.319,330.124023,16.02,34.321701,13010.08,11692.095,-895.0,-887.0,17377.65,14340.06,452.718231,451.177246
2025-01-18_18:00-19:00,2025-01-18,18:00-19:00,2025,1,18,6,1,1,18,0,0,35198,34986.32,673.411,751.806946,5.05,0.12,12612.199,11813.786,-554.0,-529.0,16777.884,14571.075,453.14743,451.379669
2025-01-18_19:00-20:00,2025-01-18,19:00-20:00,2025,1,18,6,1,1,19,0,0,35793,35241.07,899.961,1323.133423,2.76,0.1,13008.942,12058.945,-538.0,-515.0,16143.494,14814.65,465.264343,453.263092
2025-01-18_20:00-21:00,2025-01-18,20:00-21:00,2025,1,18,6,1,1,20,0,0,35340,35254.395,1118.001,1865.766724,1.36,0.07,12335.518,11485.616,-483.0,-464.0,15513.95,14277.232,465.507477,453.26947
2025-01-18_21:00-22:00,2025-01-18,21:00-22:00,2025,1,18,6,1,1,21,0,0,33540,33396.156,1310.936,1993.476929,1.41,0.0,10924.036,11152.457,-807.0,-790.0,13887.036,13924.634,465.296936,453.789337
2025-01-18_22:00-23:00,2025-01-18,22:00-23:00,2025,1,18,6,1,1,22,0,1,30881,30310.312,1444.195,2095.947266,1.94,0.0,9246.919,9819.404,-817.0,-795.0,12001.959,12602.443,451.301971,448.765747
2025-01-18_23:00-24:00,2025-01-18,23:00-24:00,2025,1,18,6,1,1,23,0,1,28301,27926.744,1474.551,1962.500732,2.45,0.0,8989.599,9438.263,-1058.0,-1049.0,11552.609,12164.57,446.971405,443.807007
2025-01-19_00:00-01:00,2025-01-19,00:00-01:00,2025,1,19,7,1,1,0,0,1,27955,27672.299,1259.801,1609.355469,1.8,0.0,9458.5,9316.364,-1355.0,-1355.0,11838.85,11910.779,446.999847,446.000153
2025-01-19_01:00-02:00,2025-01-19,01:00-02:00,2025,1,19,7,1,1,1,0,1,26233,26136.357,1178.149,1338.887207,1.87,0.0,9446.81,9294.262,-1995.0,-1499.0,11808.54,11821.318,445.999969,444.000092
2025-01-19_02:00-03:00,2025-01-19,02:00-03:00,2025,1,19,7,1,1,2,0,1,25397,25104.752,1071.876,1382.732788,1.49,0.0,9428.9,9285.828,-2700.0,-2202.0,11792.58,11835.415,443.999878,429.999908
2025-01-19_03:00-04:00,2025-01-19,03:00-04:00,2025,1,19,7,1,1,3,0,1,24867,24627.068,968.058,1294.893433,0.87,0.0,9028.9,9253.526,-2631.0,-2134.0,11392.94,11865.972,444.000122,430.000061
2025-01-19_04:00-05:00,2025-01-19,04:00-05:00,2025,1,19,7,1,1,4,0,1,24955,24809.406,860.632,896.196899,0.44,0.02,9014.5,9239.529,-2527.0,-2148.0,11371.16,11746.367,446.000092,444.000122
2025-01-19_05:00-06:00,2025-01-19,05:00-06:00,2025,1,19,7,1,1,5,0,1,25323,25206.781,740.361,752.728943,0.27,0.12,8983.0,9173.721,-1923.0,-1923.0,11327.61,11667.888,446.000153,444.000153
2025-01-19_06:00-07:00,2025-01-19,06:00-07:00,2025,1,19,7,1,1,6,0,1,26760,26630.902,620.493,650.546082,20.58,1.588,9009.6,9224.773,-1126.0,-1126.0,11361.06,11734.242,447.000061,445.999969
2025-01-19_07:00-08:00,2025-01-19,07:00-08:00,2025,1,19,7,1,1,7,0,0,30097,30234.924,509.251,587.127991,1590.728,798.379639,9756.565,9846.604,-1178.0,-1200.0,12670.135,12914.935,450.000031,452.000061
2025-01-19_08:00-09:00,2025-01-19,08:00-09:00,2025,1,19,7,1,1,8,1,0,33477,31828.471,395.635,555.579102,7988.545,4196.840332,9603.0,10130.106,-2820.0,-2861.0,14909.23,15575.547,437.946228,446.994385
2025-01-19_09:00-10:00,2025-01-19,09:00-10:00,2025,1,19,7,1,1,9,1,0,33705,30740.676,291.425,444.567993,14757.657,8431.78418,7930.205,8188.391,-1528.0,-1692.0,15642.845,16458.679,65.092239,164.110962
2025-01-19_10:00-11:00,2025-01-19,10:00-11:00,2025,1,19,7,1,1,10,1,0,34121,29666.662,228.407,203.256989,19530.408,11646.95996,6451.004,8125.594,-1277.0,-1578.0,14655.779,18345.57,42.409428,138.253647
2025-01-19_11:00-12:00,2025-01-19,11:00-12:00,2025,1,19,7,1,1,11,1,0,32572,27651.799,217.902,183.356964,21746.438,12248.07617,6451.004,8162.675,-3009.0,-3009.0,15090.874,19335.837,0.0,20.139229
2025-01-19_12:00-13:00,2025-01-19,12:00-13:00,2025,1,19,7,1,1,12,1,0,32178,27213.301,244.676,190.357315,21823.393,11518.58594,6451.004,8109.108,-3216.0,-3216.0,16403.524,19419.968,0.0,0.0
2025-01-19_13:00-14:00,2025-01-19,13:00-14:00,2025,1,19,7,1,1,13,1,0,31706,26811.473,275.37,202.171585,20155.668,9681.711914,6451.004,8209.353,-2366.0,-2366.0,16172.534,18654.151,0.0,0.0
2025-01-19_14:00-15:00,2025-01-19,14:00-15:00,2025,1,19,7,1,1,14,1,0,31003,27345.994,300.942,238.803024,16127.501,8917.055664,6521.004,8767.791,-1439.0,-1439.0,14766.604,17519.388,2.011878,0.666277
2025-01-19_15:00-16:00,2025-01-19,15:00-16:00,2025,1,19,7,1,1,15,1,0,31753,28524.531,340.463,330.626038,9847.232,6093.597168,9471.0,11099.215,-1986.0,-1986.0,15433.62,17224.052,281.578674,269.348785
2025-01-19_16:00-17:00,2025-01-19,16:00-17:00,2025,1,19,7,1,1,16,0,0,32945,31430.73,388.507,304.05896,2957.949,1982.34021,11725.386,11749.807,-1467.0,-1467.0,15666.581,15214.556,452.856842,450.268982
2025-01-19_17:00-18:00,2025-01-19,17:00-18:00,2025,1,19,7,1,1,17,0,0,33638,33226.832,440.989,317.664917,22.6,40.067299,13067.733,11808.521,-895.0,-895.0,17111.303,14356.53,461.400879,451.192444
2025-01-19_18:00-19:00,2025-01-19,18:00-19:00,2025,1,19,7,1,1,18,0,0,34033,33983.723,505.264,506.731873,9.42,0.09,12661.4,11888.561,-561.0,-561.0,16505.955,14540.995,466.75351,460.42511
2025-01-19_19:00-20:00,2025-01-19,19:00-20:00,2025,1,19,7,1,1,19,0,0,34464,34322.41,570.913,554.850952,8.43,0.07,12937.742,12003.98,-548.0,-548.0,15723.854,14619.998,474.204346,469.579987
2025-01-19_20:00-21:00,2025-01-19,20:00-21:00,2025,1,19,7,1,1,20,0,0,34329,34384.547,599.046,631.119934,4.65,0.07,12244.861,11388.584,-493.0,-493.0,15139.233,13943.338,475.696716,469.716949
2025-01-19_21:00-22:00,2025-01-19,21:00-22:00,2025,1,19,7,1,1,21,0,0,32350,32352.379,626.712,709.707031,3.98,0.0,11282.531,10848.529,-1317.0,-1317.0,13897.711,13314.201,471.983368,472.999939
2025-01-19_22:00-23:00,2025-01-19,22:00-23:00,2025,1,19,7,1,1,22,0,1,29387,29183.238,637.898,683.206909,3.27,0.0,9316.635,9600.433,-819.0,-819.0,11743.715,12112.612,465.759369,467.71228
2025-01-19_23:00-24:00,2025-01-19,23:00-24:00,2025,1,19,7,1,1,23,0,1,27067,26827.822,680.168,497.117126,1.85,0.0,8992.155,9708.198,-1058.0,-1058.0,11378.385,12124.492,449.869995,449.150238
2025-01-20_00:00-01:00,2025-01-20,00:00-01:00,2025,1,20,1,0,1,0,0,1,26998,26677.836,454.944,542.22699,2.47,0.0,9880.175,9370.878,-1990.0,-1990.0,12320.725,11854.154,447.999939,448.000031
2025-01-20_01:00-02:00,2025-01-20,01:00-02:00,2025,1,20,1,0,1,1,0,1,25380,25511.656,460.222,477.701904,2.08,0.0,9555.999,9327.439,-3185.0,-3185.0,11988.049,11901.123,448.000092,447.000214
2025-01-20_02:00-03:00,2025-01-20,02:00-03:00,2025,1,20,1,0,1,2,0,1,24648,24506.68,466.781,590.334045,1.87,0.0,9575.599,9312.917,-3520.0,-3520.0,12026.399,11882.519,446.000092,446.0
2025-01-20_03:00-04:00,2025-01-20,03:00-04:00,2025,1,20,1,0,1,3,0,1,24262,24105.793,464.821,689.806763,1.93,0.0,9283.899,9280.193,-3416.0,-3416.0,11744.449,11813.876,446.000031,445.000092
2025-01-20_04:00-05:00,2025-01-20,04:00-05:00,2025,1,20,1,0,1,4,0,1,24536,24208.275,482.184,549.517029,2.68,0.02,9077.399,9257.888,-3103.0,-3103.0,11545.199,11767.194,446.999817,446.000275
2025-01-20_05:00-06:00,2025-01-20,05:00-06:00,2025,1,20,1,0,1,5,0,1,25303,25013.336,489.548,424.137054,2.69,0.13,9105.846,9251.729,-2580.0,-2580.0,11564.996,11753.909,447.999908,446.500061
2025-01-20_06:00-07:00,2025-01-20,06:00-07:00,2025,1,20,1,0,1,6,0,1,27278,26758.789,497.41,282.006989,20.67,1.586,9251.789,9316.408,-1128.0,-1128.0,11707.339,11821.779,452.000031,448.000092
2025-01-20_07:00-08:00,2025-01-20,07:00-08:00,2025,1,20,1,0,1,7,0,0,31323,30744.148,488.038,265.407043,1468.574,701.393921,10485.343,10254.176,-1178.0,-1203.0,13485.853,13286.675,467.01181,464.320374
2025-01-20_08:00-09:00,2025-01-20,08:00-09:00,2025,1,20,1,0,1,8,1,0,35186,32822.336,428.697,260.760986,7375.112,3859.371582,9786.328,10187.869,-1293.0,-1318.0,15047.507,15608.547,450.399963,464.000061
2025-01-20_09:00-10:00,2025-01-20,09:00-10:00,2025,1,20,1,0,1,9,1,0,35220,31986.014,369.068,244.979004,13919.766,7538.882324,8024.578,8372.003,-1530.0,-1555.0,15623.138,16514.625,310.876068,427.997284
2025-01-20_10:00-11:00,2025-01-20,10:00-11:00,2025,1,20,1,0,1,10,1,0,35623,30723.541,303.536,180.253983,18941.388,10715.99414,6600.811,8198.53,-1549.0,-1563.0,14765.676,18286.663,88.715279,131.999969
2025-01-20_11:00-12:00,2025-01-20,11:00-12:00,2025,1,20,1,0,1,11,1,0,33718,28439.619,296.171,135.884979,21320.931,12174.52344,6503.283,8119.568,-2294.0,-2294.0,15172.063,19421.923,4.808444,57.886761
2025-01-20_12:00-13:00,2025-01-20,12:00-13:00,2025,1,20,1,0,1,12,1,0,32901,27843.594,343.57,223.143982,21470.181,12551.77637,6464.145,8160.66,-3541.0,-3541.0,16437.356,19274.531,1.559773,94.983322
2025-01-20_13:00-14:00,2025-01-20,13:00-14:00,2025,1,20,1,0,1,13,1,0,32557,27475.928,412.298,317.42981,19914.492,10972.75391,6450.003,8069.38,-2703.0,-2703.0,16272.763,18316.392,1.059086,3.916776
2025-01-20_14:00-15:00,2025-01-20,14:00-15:00,2025,1,20,1,0,1,14,1,0,32026,27651.635,480.038,392.215637,16171.302,9129.561523,6596.433,8452.401,-1365.0,-1544.0,15066.693,17228.121,5.705994,21.834316
2025-01-20_15:00-16:00,2025-01-20,15:00-16:00,2025,1,20,1,0,1,15,1,0,32622,29097.77,574.136,450.566833,10049.231,6087.647461,9470.999,10874.646,-1968.0,-1968.0,15731.479,17071.282,290.404083,275.999969
2025-01-20_16:00-17:00,2025-01-20,16:00-17:00,2025,1,20,1,0,1,16,0,0,33742,31555.367,756.694,450.867035,3097.716,2044.804443,11806.746,11912.014,-2244.0,-2244.0,15963.241,15417.761,452.671661,447.999756
2025-01-20_17:00-18:00,2025-01-20,17:00-18:00,2025,1,20,1,0,1,17,0,0,34100,32831.551,1075.152,525.872986,27.01,42.362495,12732.666,11849.402,-895.0,-895.0,17022.436,14545.878,460.246429,452.000092
2025-01-20_18:00-19:00,2025-01-20,18:00-19:00,2025,1,20,1,0,1,18,0,0,33992,33474.758,1497.316,915.825989,10.18,0.12,12427.235,12246.696,-561.0,-573.0,16578.53,14995.509,466.360687,451.999908
2025-01-20_19:00-20:00,2025-01-20,19:00-20:00,2025,1,20,1,0,1,19,0,0,34455,33911.586,1867.391,1288.675049,8.61,0.1,12444.499,12298.525,-548.0,-560.0,15623.271,15006.939,470.926086,466.000061
2025-01-20_20:00-21:00,2025-01-20,20:00-21:00,2025,1,20,1,0,1,20,0,0,34251,34027.336,2129.138,1450.437134,12.71,0.09,11635.371,11683.203,-492.0,-504.0,14969.423,14455.557,472.637421,468.296539
2025-01-20_21:00-22:00,2025-01-20,21:00-22:00,2025,1,20,1,0,1,21,0,0,32264,32329.328,2293.514,1584.942749,11.82,0.0,10354.999,11101.368,-817.0,-829.0,13390.619,13768.225,468.963226,468.000061
2025-01-20_22:00-23:00,2025-01-20,22:00-23:00,2025,1,20,1,0,1,22,0,1,29368,29086.527,2403.352,1524.71521,13.94,0.0,9079.599,9694.85,-1161.0,-1173.0,11906.979,12309.291,460.529144,455.000122
2025-01-20_23:00-24:00,2025-01-20,23:00-24:00,2025,1,20,1,0,1,23,0,1,26957,26824.168,2432.804,1461.953857,15.5,0.0,8970.999,9472.3,-2461.0,-2461.0,11761.849,12094.47,445.984222,445.966156
2025-01-21_00:00-01:00,2025-01-21,00:00-01:00,2025,1,21,2,0,1,0,0,1,27535,26340.768,1917.672,1545.833862,7.42,0.0,9623.499,9353.33,-1854.0,-1854.0,12129.919,11917.805,448.000031,445.999939
2025-01-21_01:00-02:00,2025-01-21,01:00-02:00,2025,1,21,2,0,1,1,0,1,25959,25039.59,1863.076,1791.769653,7.2,0.0,9452.499,9338.905,-2269.0,-2290.0,11954.349,11843.65,446.000092,444.000061
2025-01-21_02:00-03:00,2025-01-21,02:00-03:00,2025,1,21,2,0,1,2,0,1,25126,24078.988,1737.356,1928.872925,5.95,0.0,9427.899,9349.618,-2364.0,-2961.0,11913.519,11808.023,444.000061,426.000092
2025-01-21_03:00-04:00,2025-01-21,03:00-04:00,2025,1,21,2,0,1,3,0,1,24763,23764.756,1612.258,1907.276123,5.0,0.0,9027.899,9303.279,-2364.0,-2960.0,11494.369,11743.291,444.000031,428.000122
2025-01-21_04:00-05:00,2025-01-21,04:00-05:00,2025,1,21,2,0,1,4,0,1,24927,23726.936,1550.254,1774.919189,4.88,0.02,9017.999,9274.077,-2364.0,-2960.0,11503.169,11735.966,444.000092,428.000214
2025-01-21_05:00-06:00,2025-01-21,05:00-06:00,2025,1,21,2,0,1,5,0,1,25538,24740.781,1566.806,1719.616455,5.86,0.08,8995.999,9294.129,-2084.0,-2831.0,11486.129,11700.796,446.000061,444.000031
2025-01-21_06:00-07:00,2025-01-21,06:00-07:00,2025,1,21,2,0,1,6,0,1,27341,26404.545,1627.731,1772.064087,25.96,1.756,9301.599,9311.689,-1593.0,-1593.0,11800.899,11723.417,445.999969,446.000122
2025-01-21_07:00-08:00,2025-01-21,07:00-08:00,2025,1,21,2,0,1,7,0,0,31259,30034.744,1647.199,1649.720581,1431.777,714.418518,10439.337,10001.338,-1607.0,-1620.0,13445.477,13015.696,450.0,450.400146
2025-01-21_08:00-09:00,2025-01-21,08:00-09:00,2025,1,21,2,0,1,8,1,0,34836,31954.117,1521.926,1546.499878,6913.693,3772.968018,9697.999,9924.755,-1321.0,-1436.0,14754.229,14943.641,448.77536,448.000244
2025-01-21_09:00-10:00,2025-01-21,09:00-10:00,2025,1,21,2,0,1,9,1,0,35146,31158.5,1308.473,1284.898926,12922.529,7052.983398,7820.003,8421.704,-310.0,-1882.0,14934.123,15808.372,130.028854,296.237183
2025-01-21_10:00-11:00,2025-01-21,10:00-11:00,2025,1,21,2,0,1,10,1,0,35320,30073.652,1105.283,1036.208984,17489.916,9555.886719,6450.003,8346.125,-959.0,-1616.0,14479.963,17503.557,25.342018,275.801422
2025-01-21_11:00-12:00,2025-01-21,11:00-12:00,2025,1,21,2,0,1,11,1,0,33705,28163.377,1029.654,953.419739,19567.075,10799.55078,6450.003,8128.771,-1264.0,-1971.0,14395.553,18442.946,0.0,20.046141
2025-01-21_12:00-13:00,2025-01-21,12:00-13:00,2025,1,21,2,0,1,12,1,0,32980,27449.268,1016.542,825.001038,19671.324,10035.35254,6450.003,8158.344,-1311.0,-1306.0,15145.653,18473.101,0.0,0.0
2025-01-21_13:00-14:00,2025-01-21,13:00-14:00,2025,1,21,2,0,1,13,1,0,32648,26828.695,1012.109,622.031311,17894.952,8310.382813,6450.003,8080.913,-1322.0,-1317.0,15356.893,17506.244,0.0,0.0
2025-01-21_14:00-15:00,2025-01-21,14:00-15:00,2025,1,21,2,0,1,14,1,0,32017,27008.254,1011.209,635.272949,13933.158,8189.654297,6520.003,8990.777,-1346.0,-1645.0,14057.063,16967.68,0.0,0.0
2025-01-21_15:00-16:00,2025-01-21,15:00-16:00,2025,1,21,2,0,1,15,1,0,32720,28529.91,1028.556,560.721985,8412.817,5190.379395,9551.321,10701.215,-2419.0,-2655.0,15138.611,16489.45,190.999954,294.999908
2025-01-21_16:00-17:00,2025-01-21,16:00-17:00,2025,1,21,2,0,1,16,0,0,33726,30550.812,1097.12,703.809082,2706.585,1778.48877,11893.661,11850.75,-2143.0,-2131.0,15829.076,15514.356,431.000122,444.000031
2025-01-21_17:00-18:00,2025-01-21,17:00-18:00,2025,1,21,2,0,1,17,0,0,34013,31940.809,1319.976,955.89801,22.39,43.504997,13026.013,12027.577,-1354.0,-1346.0,17214.393,14815.774,430.000122,427.999969
2025-01-21_18:00-19:00,2025-01-21,18:00-19:00,2025,1,21,2,0,1,18,0,0,34042,32600.482,1582.448,1299.723877,4.83,0.12,12569.176,12023.85,-813.0,-824.0,16626.681,14893.85,445.47345,429.999817
2025-01-21_19:00-20:00,2025-01-21,19:00-20:00,2025,1,21,2,0,1,19,0,0,34443,33070.258,1771.856,1615.084717,3.38,0.06,12722.057,12190.628,-759.0,-770.0,15713.499,15114.518,447.428894,447.376343
2025-01-21_20:00-21:00,2025-01-21,20:00-21:00,2025,1,21,2,0,1,20,0,0,34204,33180.543,1800.516,1588.623047,3.1,0.07,11911.334,11272.479,-683.0,-694.0,15027.096,14282.143,449.037323,447.854523
2025-01-21_21:00-22:00,2025-01-21,21:00-22:00,2025,1,21,2,0,1,21,0,0,32256,31179.828,1705.829,1511.944336,2.93,0.0,10646.812,11061.399,-1304.0,-1383.0,13466.542,13904.271,448.218262,447.578125
2025-01-21_22:00-23:00,2025-01-21,22:00-23:00,2025,1,21,2,0,1,22,0,1,29382,28304.197,1568.323,1261.907227,2.79,0.0,9217.899,9776.236,-1615.0,-1518.0,11832.069,12504.132,446.631866,445.649414
2025-01-21_23:00-24:00,2025-01-21,23:00-24:00,2025,1,21,2,0,1,23,0,1,26966,25936.414,1472.999,1033.0,2.07,0.0,8989.599,9899.827,-1920.0,-1920.0,11581.969,12521.882,429.999939,426.000214
2025-01-22_00:00-01:00,2025-01-22,00:00-01:00,2025,1,22,3,0,1,0,0,1,25962,25599.516,1395.883,912.632019,3.98,0.0,9640.999,9712.867,-1805.0,-2025.0,12191.429,12336.732,423.999969,340.000092
2025-01-22_01:00-02:00,2025-01-22,01:00-02:00,2025,1,22,3,0,1,1,0,1,24625,24085.748,1352.845,853.688904,3.33,0.0,9054.039,9572.971,-2219.0,-2142.0,11544.859,12269.593,359.999817,311.999939
2025-01-22_02:00-03:00,2025-01-22,02:00-03:00,2025,1,22,3,0,1,2,0,1,23761,23125.088,1373.161,977.371948,3.11,0.0,9036.099,9423.116,-2314.0,-2293.0,11202.339,12063.956,300.0,275.999969
2025-01-22_03:00-04:00,2025-01-22,03:00-04:00,2025,1,22,3,0,1,3,0,1,23342,22693.512,1454.309,888.297913,5.73,0.0,9155.999,9255.142,-2315.0,-2435.0,10245.099,11888.572,277.999969,189.609985
2025-01-22_04:00-05:00,2025-01-22,04:00-05:00,2025,1,22,3,0,1,4,0,1,23489,22941.959,1652.541,926.046265,7.37,0.02,9007.499,9292.927,-2314.0,-2439.0,10558.599,11948.354,278.000153,251.999939
2025-01-22_05:00-06:00,2025-01-22,05:00-06:00,2025,1,22,3,0,1,5,0,1,24400,23656.195,1895.507,1107.292236,12.46,0.1,8974.999,9293.591,-1996.0,-2335.0,11671.699,12048.178,295.000061,278.700012
2025-01-22_06:00-07:00,2025-01-22,06:00-07:00,2025,1,22,3,0,1,6,0,1,26377,25210.156,2126.24,1114.417114,29.11,3.046,9140.399,9341.734,-1494.0,-1677.0,11845.359,12175.574,399.999817,314.999908
2025-01-22_07:00-08:00,2025-01-22,07:00-08:00,2025,1,22,3,0,1,7,0,0,30055,29086.678,2278.734,1213.980957,1018.536,604.910339,11398.018,11742.133,-1608.0,-2237.0,14474.598,14808.891,416.299225,352.611237
2025-01-22_08:00-09:00,2025-01-22,08:00-09:00,2025,1,22,3,0,1,8,1,0,32956,31522.361,2204.112,1139.126099,4562.265,2380.510254,10776.499,10207.65,-1577.0,-2193.0,15134.109,14370.351,353.172211,420.950775
2025-01-22_09:00-10:00,2025-01-22,09:00-10:00,2025,1,22,3,0,1,9,1,0,33540,31233.531,1978.334,1107.479004,8203.724,3991.13916,7998.477,8408.201,-772.0,-1508.0,13603.797,13824.256,291.82782,432.951447
2025-01-22_10:00-11:00,2025-01-22,10:00-11:00,2025,1,22,3,0,1,10,1,0,33856,30656.234,1666.516,860.111938,11106.712,5238.901855,6516.103,8221.757,-1244.0,-1231.0,13079.433,14885.408,277.947906,446.769287
2025-01-22_11:00-12:00,2025-01-22,11:00-12:00,2025,1,22,3,0,1,11,1,0,32328,29222.508,1428.045,719.550049,12605.215,6616.952148,6455.003,8134.504,-1369.0,-1369.0,13502.213,15466.953,110.093666,426.934204
