时间戳,日期,时段,年,月,日,星期,是否周末,季度,小时,是否高峰时段,是否夜间,系统负荷-日前,系统负荷-实时,风电出力-日前,风电出力-实时,光伏出力-日前,光伏出力-实时,水电出力-日前,水电出力-实时,联络线计划-日前,联络线计划-实时,非市场化机组出力-日前,非市场化机组出力-实时,平均出清价格-日前（元/MWh）,平均出清价格-实时（元/MWh）
2025-01-22_12:00-13:00,2025-01-22,12:00-13:00,2025,1,22,3,0,1,12,1,0,32259,28769.723,1311.466,675.574097,12653.057,7199.962891,6455.003,8025.379,-1358.0,-1274.0,13448.783,15554.613,52.873756,301.529541
2025-01-22_13:00-14:00,2025-01-22,13:00-14:00,2025,1,22,3,0,1,13,1,0,31548,28548.9,1305.484,662.68103,11315.115,6782.595703,6494.603,8471.419,-1366.0,-1314.0,12993.573,14876.798,40.347469,277.119324
2025-01-22_14:00-15:00,2025-01-22,14:00-15:00,2025,1,22,3,0,1,14,1,0,31041,28583.877,1396.699,594.262939,8678.245,4421.16748,6564.603,7991.722,-1390.0,-1383.0,12213.823,13266.09,276.000061,444.911255
2025-01-22_15:00-16:00,2025-01-22,15:00-16:00,2025,1,22,3,0,1,15,1,0,31362,29336.158,1602.541,748.382324,5311.89,2730.336182,9511.499,9670.464,-2432.0,-2416.0,14056.471,13850.37,423.999695,444.000183
2025-01-22_16:00-17:00,2025-01-22,16:00-17:00,2025,1,22,3,0,1,16,0,0,32162,30817.254,1896.363,1268.013184,1754.736,951.045288,12205.055,11289.58,-2143.0,-2787.0,15856.792,14424.459,418.981598,413.646881
2025-01-22_17:00-18:00,2025-01-22,17:00-18:00,2025,1,22,3,0,1,17,0,0,32370,31786.201,2355.528,1848.123291,48.46,22.972202,12314.799,11671.26,-1279.0,-2692.0,15949.269,14490.569,389.415924,347.070587
2025-01-22_18:00-19:00,2025-01-22,18:00-19:00,2025,1,22,3,0,1,18,0,0,32765,32165.703,2899.745,2445.994141,41.74,0.09,12181.899,11799.712,-773.0,-2656.0,16008.179,14725.624,327.232574,330.252899
2025-01-22_19:00-20:00,2025-01-22,19:00-20:00,2025,1,22,3,0,1,19,0,0,32899,32487.906,3356.952,2823.442627,40.01,0.11,12097.499,11845.533,-660.0,-2490.0,15917.179,14862.567,417.212708,379.227844
2025-01-22_20:00-21:00,2025-01-22,20:00-21:00,2025,1,22,3,0,1,20,0,0,32921,32641.424,3599.268,3071.545654,42.25,0.07,11528.999,11270.231,-683.0,-2483.0,14967.374,14284.896,420.71875,414.678497
2025-01-22_21:00-22:00,2025-01-22,21:00-22:00,2025,1,22,3,0,1,21,0,0,30947,30873.787,3741.001,3370.120361,39.3,0.0,11148.2,10837.454,-1372.0,-2334.0,14080.17,13848.603,356.277588,313.43924
2025-01-22_22:00-23:00,2025-01-22,22:00-23:00,2025,1,22,3,0,1,22,0,1,28193,27915.82,3783.906,3431.05957,34.66,0.0,9084.6,9683.126,-1515.0,-2670.0,11950.13,12753.453,333.473419,316.258972
2025-01-22_23:00-24:00,2025-01-22,23:00-24:00,2025,1,22,3,0,1,23,0,1,26100,25233.617,3741.604,3541.241699,31.59,0.0,8958.2,9705.827,-1820.0,-3056.0,11780.69,12793.134,193.231354,145.695847
2025-01-23_00:00-01:00,2025-01-23,00:00-01:00,2025,1,23,4,0,1,0,0,1,26344,24824.156,3616.246,3672.168701,31.01,0.0,8674.999,9284.98,-1805.0,-1807.0,11367.099,12372.167,150.000015,125.999969
2025-01-23_01:00-02:00,2025-01-23,01:00-02:00,2025,1,23,4,0,1,1,0,1,25012,23278.211,3547.396,3586.053711,29.34,0.0,7775.999,9308.574,-2219.0,-2021.0,10413.309,12347.823,146.0,19.999998
2025-01-23_02:00-03:00,2025-01-23,02:00-03:00,2025,1,23,4,0,1,2,0,1,24149,22451.902,3492.958,3538.492432,30.57,0.0,7705.999,9247.778,-2314.0,-2116.0,10011.889,12251.312,132.000015,0.0
2025-01-23_03:00-04:00,2025-01-23,03:00-04:00,2025,1,23,4,0,1,3,0,1,23735,21898.518,3467.402,3763.598877,36.16,0.0,7705.999,9207.642,-2315.0,-2117.0,8892.139,12260.111,171.099991,53.999973
2025-01-23_04:00-05:00,2025-01-23,04:00-05:00,2025,1,23,4,0,1,4,0,1,23861,22070.463,3456.451,3646.359131,35.58,0.02,7705.999,9240.553,-2314.0,-2316.0,9293.139,12193.694,148.999954,19.999998
2025-01-23_05:00-06:00,2025-01-23,05:00-06:00,2025,1,23,4,0,1,5,0,1,24745,22789.734,3451.435,3465.513184,35.85,0.07,8005.999,9264.608,-1996.0,-1998.0,10710.379,12336.181,119.000015,0.0
2025-01-23_06:00-07:00,2025-01-23,06:00-07:00,2025,1,23,4,0,1,6,0,1,26581,24180.119,3408.326,3610.879395,40.71,0.323,8975.999,9255.354,-1493.0,-1656.0,11652.619,12283.614,132.0,0.0
2025-01-23_07:00-08:00,2025-01-23,07:00-08:00,2025,1,23,4,0,1,7,0,0,30292,27981.234,3275.74,3639.34668,483.308,233.236053,10178.262,9943.428,-1612.0,-2233.0,12981.732,13057.446,289.879547,163.162231
2025-01-23_08:00-09:00,2025-01-23,08:00-09:00,2025,1,23,4,0,1,8,1,0,33368,31043.07,3025.036,3668.997559,1950.198,912.086426,10641.346,10427.436,-1352.0,-3189.0,14048.676,14194.882,423.538666,284.974884
2025-01-23_09:00-10:00,2025-01-23,09:00-10:00,2025,1,23,4,0,1,9,1,0,34119,31047.639,2696.098,3589.679199,3695.153,1862.001221,9293.394,8974.801,-340.0,-1703.0,13219.644,13417.495,438.111511,303.540253
2025-01-23_10:00-11:00,2025-01-23,10:00-11:00,2025,1,23,4,0,1,10,1,0,34578,31086.795,2412.696,3328.819092,5505.442,2884.217529,8882.703,8602.996,-935.0,528.0,13353.793,13756.733,445.983704,280.068054
2025-01-23_11:00-12:00,2025-01-23,11:00-12:00,2025,1,23,4,0,1,11,1,0,33211,30330.451,2188.49,2950.103516,6845.744,3124.810791,7791.003,8238.032,-1240.0,144.0,12715.053,13405.923,444.672546,320.826904
2025-01-23_12:00-13:00,2025-01-23,12:00-13:00,2025,1,23,4,0,1,12,1,0,33153,30223.646,2045.455,2683.533691,7140.91,3144.085205,7792.003,8112.314,-1358.0,311.0,12760.763,13200.39,444.175476,424.000488
2025-01-23_13:00-14:00,2025-01-23,13:00-14:00,2025,1,23,4,0,1,13,1,0,32469,29523.188,2018.484,2687.898926,6473.26,2709.74585,7851.503,8116.539,-1366.0,14.0,12569.443,12852.481,444.096802,423.999939
2025-01-23_14:00-15:00,2025-01-23,14:00-15:00,2025,1,23,4,0,1,14,1,0,31982,29095.156,2144.976,2754.033691,5030.617,2220.134033,8037.503,8046.488,-1390.0,604.0,12361.833,12473.716,420.310974,290.226196
2025-01-23_15:00-16:00,2025-01-23,15:00-16:00,2025,1,23,4,0,1,15,1,0,32365,29967.422,2398.364,2928.393066,3190.368,1297.237549,10182.414,9994.816,-2415.0,-2011.0,13958.486,13754.365,428.4953,423.668365
2025-01-23_16:00-17:00,2025-01-23,16:00-17:00,2025,1,23,4,0,1,16,0,0,33157,31250.859,2772.466,3291.961914,1149.044,535.255432,11833.699,11706.875,-2160.0,-2244.0,15293.336,14856.62,432.0,315.0
2025-01-23_17:00-18:00,2025-01-23,17:00-18:00,2025,1,23,4,0,1,17,0,0,33310,31997.422,3280.612,3820.289307,47.92,13.830001,12523.999,11617.938,-1296.0,-1808.0,16159.449,14656.142,422.816406,286.528534
2025-01-23_18:00-19:00,2025-01-23,18:00-19:00,2025,1,23,4,0,1,18,0,0,33670,32510.52,3878.812,4162.313965,37.63,0.12,12493.999,11682.316,-790.0,-2424.0,16394.319,14847.554,421.443542,267.023407
2025-01-23_19:00-20:00,2025-01-23,19:00-20:00,2025,1,23,4,0,1,19,0,0,33753,32736.592,4335.327,4509.288574,38.51,0.06,12427.199,11827.469,-677.0,-2473.0,16356.099,14976.045,420.855652,406.619781
2025-01-23_20:00-21:00,2025-01-23,20:00-21:00,2025,1,23,4,0,1,20,0,0,33644,32792.293,4569.626,4599.811035,39.5,0.12,11610.099,11562.346,-700.0,-2418.0,15203.814,14727.309,430.916382,418.02652
2025-01-23_21:00-22:00,2025-01-23,21:00-22:00,2025,1,23,4,0,1,21,0,0,31586,30819.646,4676.273,4719.768066,39.69,0.0,10335.999,10853.055,-1283.0,-1370.0,13322.669,13883.178,444.999817,401.000031
2025-01-23_22:00-23:00,2025-01-23,22:00-23:00,2025,1,23,4,0,1,22,0,1,28833,27987.566,4728.27,4683.524902,39.52,0.0,9114.999,9532.945,-1532.0,-1620.0,11950.679,12533.807,428.000061,427.999969
2025-01-23_23:00-24:00,2025-01-23,23:00-24:00,2025,1,23,4,0,1,23,0,1,26729,25461.896,4747.284,4514.88916,43.7,0.0,9044.999,9529.442,-1843.0,-1949.0,11856.429,12520.782,211.179962,227.399963
2025-01-24_00:00-01:00,2025-01-24,00:00-01:00,2025,1,24,5,0,1,0,0,1,24824,24786.461,4682.492,4382.289063,30.58,0.0,8675.999,9252.29,-2180.0,-2182.0,11412.669,12118.171,233.869965,190.999985
2025-01-24_01:00-02:00,2025-01-24,01:00-02:00,2025,1,24,5,0,1,1,0,1,23527,23202.959,4713.492,4307.453613,32.65,0.0,7775.999,9258.024,-2419.0,-2421.0,10466.359,12122.787,132.0,126.000015
2025-01-24_02:00-03:00,2025-01-24,02:00-03:00,2025,1,24,5,0,1,2,0,1,22670,22224.996,4789.686,4526.064453,35.78,0.0,7705.999,9272.564,-2464.0,-2466.0,10077.779,12262.656,140.999985,124.0
2025-01-24_03:00-04:00,2025-01-24,03:00-04:00,2025,1,24,5,0,1,3,0,1,22290,21703.453,4884.616,4453.643555,39.94,0.0,7705.999,9234.433,-2465.0,-2467.0,8996.569,12194.151,270.999969,171.000015
2025-01-24_04:00-05:00,2025-01-24,04:00-05:00,2025,1,24,5,0,1,4,0,1,22368,21683.305,4985.136,4495.422363,45.01,0.02,7705.999,9275.658,-2464.0,-2466.0,9417.959,12177.681,148.499969,141.000076
2025-01-24_05:00-06:00,2025-01-24,05:00-06:00,2025,1,24,5,0,1,5,0,1,23175,22361.395,5059.864,4476.117188,47.24,0.12,8005.999,9240.453,-2184.0,-2186.0,10834.909,12195.053,86.999969,96.000031
2025-01-24_06:00-07:00,2025-01-24,06:00-07:00,2025,1,24,5,0,1,6,0,1,24672,23672.578,5111.745,4569.920898,48.95,0.207,8975.999,9390.721,-1656.0,-1657.0,11794.299,12380.691,127.000023,128.0
2025-01-24_07:00-08:00,2025-01-24,07:00-08:00,2025,1,24,5,0,1,7,0,0,28558,27081.135,5167.422,4756.788086,324.734,153.937042,9795.999,9971.085,-1763.0,-1747.0,12727.669,13046.423,300.000061,278.000183
2025-01-24_08:00-09:00,2025-01-24,08:00-09:00,2025,1,24,5,0,1,8,1,0,31681,30519.977,5163.68,5048.682617,1203.675,529.866333,10520.999,10092.756,-1582.0,-1572.0,13887.839,13478.523,444.0,427.999878
2025-01-24_09:00-10:00,2025-01-24,09:00-10:00,2025,1,24,5,0,1,9,1,0,32477,31554.443,5122.691,5392.447754,2163.387,879.53894,9379.022,8547.536,-900.0,-888.0,13012.472,12218.706,448.000122,431.895905
2025-01-24_10:00-11:00,2025-01-24,10:00-11:00,2025,1,24,5,0,1,10,1,0,32815,32389.824,5070.591,5368.47168,3057.923,1180.720947,9232.403,8421.809,-1320.0,-824.0,13095.163,12280.208,447.999969,446.000092
2025-01-24_11:00-12:00,2025-01-24,11:00-12:00,2025,1,24,5,0,1,11,1,0,31625,31609.162,5060.214,5344.737793,3602.538,1426.689819,8022.003,8249.809,-1485.0,-988.0,12048.403,12462.068,448.005249,447.999969
2025-01-24_12:00-13:00,2025-01-24,12:00-13:00,2025,1,24,5,0,1,12,1,0,31289,31707.256,5058.126,5482.259277,3665.085,1409.771484,7837.003,8126.677,-1491.0,-994.0,11819.873,12103.791,447.950562,449.469421
2025-01-24_13:00-14:00,2025-01-24,13:00-14:00,2025,1,24,5,0,1,13,1,0,30623,30986.105,5197.442,5313.177246,3196.429,1304.06543,7800.003,8137.738,-1456.0,-961.0,11628.233,11986.56,445.007568,448.000061
2025-01-24_14:00-15:00,2025-01-24,14:00-15:00,2025,1,24,5,0,1,14,1,0,30309,30460.514,5450.67,5694.167969,2428.282,798.475037,8020.003,8116.696,-1450.0,-949.0,11695.053,11711.248,430.000214,445.999908
2025-01-24_15:00-16:00,2025-01-24,15:00-16:00,2025,1,24,5,0,1,15,1,0,30936,30873.002,5727.251,5730.731445,1524.354,479.461853,9852.637,9872.341,-2590.0,-2592.0,13280.209,13286.087,443.999817,445.000336
2025-01-24_16:00-17:00,2025-01-24,16:00-17:00,2025,1,24,5,0,1,16,0,0,31827,32182.256,5999.927,5912.231445,569.514,161.183121,11350.999,11469.94,-2660.0,-2649.0,14852.686,14806.025,366.519135,424.544312
2025-01-24_17:00-18:00,2025-01-24,17:00-18:00,2025,1,24,5,0,1,17,0,0,32138,32411.199,6238.902,6143.778809,69.47,1.79,12494.999,11799.461,-1671.0,-1660.0,16329.169,15194.795,250.141037,206.689957
2025-01-24_18:00-19:00,2025-01-24,18:00-19:00,2025,1,24,5,0,1,18,0,0,32537,32679.902,6435.03,6281.877441,75.42,0.09,12493.999,11930.072,-1226.0,-1692.0,16627.049,15379.895,170.090393,143.28006
2025-01-24_19:00-20:00,2025-01-24,19:00-20:00,2025,1,24,5,0,1,19,0,0,32574,32786.793,6568.057,6385.682617,76.27,0.09,12424.999,12018.46,-1175.0,-1171.0,16579.319,15439.687,208.940369,269.256775
2025-01-24_20:00-21:00,2025-01-24,20:00-21:00,2025,1,24,5,0,1,20,0,0,32325,32622.494,6641.65,6319.001953,72.37,0.08,11691.499,11542.922,-1200.0,-1196.0,15480.144,14978.793,431.054016,430.000153
2025-01-24_21:00-22:00,2025-01-24,21:00-22:00,2025,1,24,5,0,1,21,0,0,30267,30749.529,6669.616,6334.996582,74.54,0.0,10683.009,11230.312,-1711.0,-1709.0,13863.099,14625.823,428.000061,443.999969
2025-01-24_22:00-23:00,2025-01-24,22:00-23:00,2025,1,24,5,0,1,22,0,1,27754,27785.592,6655.739,6443.561523,72.73,0.0,9115.999,9918.899,-1937.0,-1738.0,12188.589,13409.012,424.0,348.000061
2025-01-24_23:00-24:00,2025-01-24,23:00-24:00,2025,1,24,5,0,1,23,0,1,25655,25313.051,6626.721,6390.603516,67.49,0.0,9044.999,9956.067,-2193.0,-2001.0,12077.769,13460.382,147.999985,124.000015
2025-01-25_00:00-01:00,2025-01-25,00:00-01:00,2025,1,25,6,1,1,0,0,1,24565,24595.523,6635.322,6334.668457,68.56,0.0,8675.999,9540.158,-2280.0,-2296.0,11793.839,13066.035,80.000015,80.0
2025-01-25_01:00-02:00,2025-01-25,01:00-02:00,2025,1,25,6,1,1,1,0,1,23246,22955.928,6646.562,5790.852539,71.88,0.0,7775.999,9528.217,-2519.0,-2534.0,10849.999,13069.127,39.999992,39.999989
2025-01-25_02:00-03:00,2025-01-25,02:00-03:00,2025,1,25,6,1,1,2,0,1,22375,22007.662,6672.928,5923.306152,75.16,0.0,7708.199,9502.162,-2564.0,-2580.0,10434.659,13034.178,45.0,60.0
2025-01-25_03:00-04:00,2025-01-25,03:00-04:00,2025,1,25,6,1,1,3,0,1,22000,21432.518,6698.876,6215.314941,78.19,0.0,7705.999,9479.678,-2565.0,-2579.0,9348.629,12926.453,80.000031,80.000015
2025-01-25_04:00-05:00,2025-01-25,04:00-05:00,2025,1,25,6,1,1,4,0,1,22028,21457.016,6724.851,6086.03125,75.09,0.02,7705.999,9472.702,-2564.0,-2578.0,9771.389,12901.081,59.999992,66.999977
2025-01-25_05:00-06:00,2025-01-25,05:00-06:00,2025,1,25,6,1,1,5,0,1,22782,21828.451,6770.039,5562.167969,75.42,0.07,8005.999,9430.491,-2284.0,-2392.0,11200.419,12948.025,20.0,40.000004
2025-01-25_06:00-07:00,2025-01-25,06:00-07:00,2025,1,25,6,1,1,6,0,1,24116,22776.623,6795.567,5425.810547,74.17,0.223,8975.999,9447.226,-1756.0,-1828.0,12173.959,12977.352,20.000004,20.000008
2025-01-25_07:00-08:00,2025-01-25,07:00-08:00,2025,1,25,6,1,1,7,0,0,27904,25838.996,6793.399,6041.106445,240.285,99.517998,9694.999,10121.44,-1795.0,-1789.0,13022.249,13650.717,91.999977,80.000008
2025-01-25_08:00-09:00,2025-01-25,08:00-09:00,2025,1,25,6,1,1,8,1,0,31362,29535.84,6761.527,6042.082031,700.83,300.029938,9774.12,10163.442,-1706.0,-1696.0,13294.45,14006.068,429.999817,389.903595
2025-01-25_09:00-10:00,2025-01-25,09:00-10:00,2025,1,25,6,1,1,9,1,0,32544,30721.291,6707.148,6114.975098,1156.811,632.979309,8848.567,8543.329,-1041.0,-1031.0,12573.557,12735.393,444.303741,429.102448
2025-01-25_10:00-11:00,2025-01-25,10:00-11:00,2025,1,25,6,1,1,10,1,0,33210,31029.893,6615.557,5941.603516,1545.534,911.265564,9258.197,8306.545,-1511.0,-1511.0,13037.587,12650.838,446.000092,443.082092
2025-01-25_11:00-12:00,2025-01-25,11:00-12:00,2025,1,25,6,1,1,11,1,0,32364,31025.785,6509.366,5955.172363,1803.315,1074.211182,8607.143,8377.375,-1677.0,-1677.0,12415.023,12885.167,448.270782,443.565735
2025-01-25_12:00-13:00,2025-01-25,12:00-13:00,2025,1,25,6,1,1,12,1,0,32063,31037.963,6368.779,5870.756836,1815.822,1062.464722,8444.419,8329.636,-1634.0,-1633.0,12157.819,12690.866,445.731476,447.704681
2025-01-25_13:00-14:00,2025-01-25,13:00-14:00,2025,1,25,6,1,1,13,1,0,31507,30340.637,6295.167,5820.31543,1576.677,912.559753,8354.001,8168.764,-1655.0,-1655.0,11946.021,12370.447,444.548737,445.708435
2025-01-25_14:00-15:00,2025-01-25,14:00-15:00,2025,1,25,6,1,1,14,1,0,31053,29891.037,6273.329,5934.47168,1201.051,691.272461,8483.146,8190.503,-1650.0,-1650.0,12031.356,12238.921,445.002441,443.864899
2025-01-25_15:00-16:00,2025-01-25,15:00-16:00,2025,1,25,6,1,1,15,1,0,31525,30439.002,6280.572,5798.981934,788.069,484.449127,10310.699,10097.139,-2782.0,-2774.0,13909.381,13932.426,446.00174,444.999969
2025-01-25_16:00-17:00,2025-01-25,16:00-17:00,2025,1,25,6,1,1,16,0,0,32548,31612.004,6258.776,5716.333008,355.171,200.510361,11694.999,11728.438,-2858.0,-2821.0,15487.606,15226.838,445.999908,444.999847
2025-01-25_17:00-18:00,2025-01-25,17:00-18:00,2025,1,25,6,1,1,17,0,0,33181,32539.361,6249.517,5639.10791,80.89,4.1773,12753.999,12038.254,-1896.0,-1893.0,16875.659,15577.537,423.999939,423.999908
2025-01-25_18:00-19:00,2025-01-25,18:00-19:00,2025,1,25,6,1,1,18,0,0,33516,33043.539,6199.619,5736.154785,80.53,0.13,12726.999,12176.028,-1005.0,-1486.0,17072.309,15708.448,424.399078,382.708221
2025-01-25_19:00-20:00,2025-01-25,19:00-20:00,2025,1,25,6,1,1,19,0,0,33464,33524.922,6127.229,5573.410156,79.76,0.06,12640.999,12273.216,-802.0,-1383.0,16976.919,15904.799,434.311676,418.536041
2025-01-25_20:00-21:00,2025-01-25,20:00-21:00,2025,1,25,6,1,1,20,0,0,33004,33220.84,6049.822,5413.591309,75.16,0.12,11808.491,11434.548,-800.0,-797.0,15762.816,15014.327,444.512573,445.000061
2025-01-25_21:00-22:00,2025-01-25,21:00-22:00,2025,1,25,6,1,1,21,0,0,30855,31449.035,5951.516,5140.017578,71.03,0.0,10455.056,11054.939,-1811.0,-1808.0,13874.326,14381.089,448.627899,449.999939
2025-01-25_22:00-23:00,2025-01-25,22:00-23:00,2025,1,25,6,1,1,22,0,1,28380,28122.061,5839.655,4983.105957,68.97,0.0,9137.623,9942.429,-2038.0,-2043.0,12468.623,13192.052,444.936005,445.999817
2025-01-25_23:00-24:00,2025-01-25,23:00-24:00,2025,1,25,6,1,1,23,0,1,26191,25287.006,5624.461,4717.851074,66.52,0.0,9044.999,9882.262,-2293.0,-2291.0,12089.589,13009.433,295.000031,362.100128
2025-01-26_00:00-01:00,2025-01-26,00:00-01:00,2025,1,26,7,1,1,0,0,1,24640,24329.711,5059.95,4421.270508,63.18,0.0,9570.024,9727.661,-2036.0,-2036.0,12517.784,12935.674,130.0,240.000031
2025-01-26_01:00-02:00,2025-01-26,01:00-02:00,2025,1,26,7,1,1,1,0,1,23133,22525.25,4900.625,4059.918213,60.69,0.0,9453.5,9583.029,-2279.0,-2279.0,12392.27,12692.821,59.999996,77.999985
2025-01-26_02:00-03:00,2025-01-26,02:00-03:00,2025,1,26,7,1,1,2,0,1,22271,21440.244,4760.051,3557.804688,57.61,0.0,9428.9,9514.162,-2399.0,-2399.0,12361.6,12588.277,20.00001,19.999994
2025-01-26_03:00-04:00,2025-01-26,03:00-04:00,2025,1,26,7,1,1,3,0,1,21678,20712.484,4716.117,3460.754883,52.22,0.0,9028.9,9370.489,-2503.0,-2503.0,11975.23,12459.83,19.999992,21.100002
2025-01-26_04:00-05:00,2025-01-26,04:00-05:00,2025,1,26,7,1,1,4,0,1,21550,20603.766,4689.922,3446.475098,45.36,0.02,9028.9,9423.455,-2453.0,-2453.0,11998.9,12494.632,39.999996,20.0
2025-01-26_05:00-06:00,2025-01-26,05:00-06:00,2025,1,26,7,1,1,5,0,1,22467,21190.209,4640.12,3261.666504,44.12,0.08,8992.0,9431.818,-2112.0,-2112.0,11977.09,12527.753,40.000019,60.000008
2025-01-26_06:00-07:00,2025-01-26,06:00-07:00,2025,1,26,7,1,1,6,0,1,23848,22399.662,4586.708,3608.333252,46.45,1.204,9027.1,9411.625,-1511.0,-1511.0,12015.81,12644.715,80.0,80.000023
2025-01-26_07:00-08:00,2025-01-26,07:00-08:00,2025,1,26,7,1,1,7,0,0,27741,25800.52,4542.316,3786.40625,848.361,493.215027,10104.143,10654.175,-1786.0,-1786.0,13385.593,14322.21,171.000076,273.999969
2025-01-26_08:00-09:00,2025-01-26,08:00-09:00,2025,1,26,7,1,1,8,1,0,31005,28460.791,4598.503,3803.322998,3931.085,2290.538574,9711.219,10162.479,-1695.0,-1705.0,14081.009,15209.283,274.000122,423.999664
2025-01-26_09:00-10:00,2025-01-26,09:00-10:00,2025,1,26,7,1,1,9,1,0,32001,27791.611,4634.511,3841.967041,7688.446,5045.063477,7912.427,8543.175,-1003.0,-1511.0,13698.737,15664.965,82.200867,130.139587
2025-01-26_10:00-11:00,2025-01-26,10:00-11:00,2025,1,26,7,1,1,10,1,0,32578,27087.633,4801.587,3320.629883,11463.798,7821.05957,6451.004,8144.533,-1507.0,-1533.0,12839.314,17277.075,42.482368,62.27821
2025-01-26_11:00-12:00,2025-01-26,11:00-12:00,2025,1,26,7,1,1,11,1,0,31771,25769.197,4975.232,2974.312256,13898.657,8482.604492,6451.004,8117.511,-1857.0,-1949.0,12836.974,17849.713,1.803698,0.589553
2025-01-26_12:00-13:00,2025-01-26,12:00-13:00,2025,1,26,7,1,1,12,1,0,31423,25071.99,5053.779,2340.479004,14435.124,7722.590332,6451.004,8066.691,-1633.0,-1855.0,13834.144,18174.366,0.0,0.0
2025-01-26_13:00-14:00,2025-01-26,13:00-14:00,2025,1,26,7,1,1,13,1,0,30546,23842.172,4983.411,1860.840088,13402.716,6867.45166,6451.004,8244.531,-1655.0,-2601.0,14356.414,18144.527,0.0,0.0
2025-01-26_14:00-15:00,2025-01-26,14:00-15:00,2025,1,26,7,1,1,14,1,0,30190,23444.469,4694.738,1701.417725,10857.243,6442.335449,6521.004,8063.674,-1639.0,-2183.0,13469.924,17036.933,0.0,0.0
2025-01-26_15:00-16:00,2025-01-26,15:00-16:00,2025,1,26,7,1,1,15,1,0,30685,24565.547,4271.296,1855.248291,6952.466,5412.085449,9471.0,10134.081,-2767.0,-3279.0,15137.38,17357.344,65.827797,0.0
2025-01-26_16:00-17:00,2025-01-26,16:00-17:00,2025,1,26,7,1,1,16,0,0,31561,27207.26,3943.66,1904.247192,2554.915,2606.174072,11484.76,12264.779,-2821.0,-2821.0,15860.635,16820.743,447.08902,282.999908
2025-01-26_17:00-18:00,2025-01-26,17:00-18:00,2025,1,26,7,1,1,17,0,0,32263,29585.301,3747.935,2017.098389,83.4,77.901405,13060.08,11929.094,-1883.0,-1883.0,17776.41,15086.093,446.733398,434.000122
2025-01-26_18:00-19:00,2025-01-26,18:00-19:00,2025,1,26,7,1,1,18,0,0,33032,30812.701,3705.494,2028.800415,46.79,0.02,12662.2,11905.251,-1321.0,-1321.0,17231.475,15064.869,454.39743,446.300018
2025-01-26_19:00-20:00,2025-01-26,19:00-20:00,2025,1,26,7,1,1,19,0,0,33611,31679.822,3672.226,2041.277588,52.2,0.07,13058.943,11907.317,-796.0,-796.0,16572.183,14958.774,460.465149,453.954224
2025-01-26_20:00-21:00,2025-01-26,20:00-21:00,2025,1,26,7,1,1,20,0,0,33218,32346.035,3525.702,1983.122925,62.06,0.08,12685.519,11299.208,-795.0,-795.0,16121.619,14205.652,465.990051,467.638641
2025-01-26_21:00-22:00,2025-01-26,21:00-22:00,2025,1,26,7,1,1,21,0,0,31113,31002.293,3321.208,2184.489258,56.86,0.0,10974.037,11059.247,-1806.0,-1806.0,14190.867,13724.428,484.846497,494.300262
2025-01-26_22:00-23:00,2025-01-26,22:00-23:00,2025,1,26,7,1,1,22,0,1,28055,28113.59,3104.85,2218.880371,45.2,0.0,9296.92,9628.824,-2032.0,-2032.0,12382.22,12211.064,471.888489,484.000092
2025-01-26_23:00-24:00,2025-01-26,23:00-24:00,2025,1,26,7,1,1,23,0,1,25774,25008.59,2800.209,1975.747681,36.94,0.0,9069.6,9590.764,-2290.0,-2290.0,11895.65,11959.518,453.955627,464.999969
2025-01-27_00:00-01:00,2025-01-27,00:00-01:00,2025,1,27,1,0,1,0,0,1,24600,23493.789,2503.391,1273.440186,47.38,0.0,9003.499,9346.223,-2079.0,-2079.0,11714.299,11719.204,446.299835,453.999908
2025-01-27_01:00-02:00,2025-01-27,01:00-02:00,2025,1,27,1,0,1,1,0,1,22918,21448.078,2238.475,1494.597168,38.39,0.0,8975.999,9359.667,-2311.0,-2311.0,11632.249,11725.951,443.999939,444.000183
2025-01-27_02:00-03:00,2025-01-27,02:00-03:00,2025,1,27,1,0,1,2,0,1,22006,20278.129,1969.399,1408.811035,35.49,0.0,8979.299,9374.285,-2518.0,-2518.0,11595.859,11724.731,425.999969,424.000122
2025-01-27_03:00-04:00,2025-01-27,03:00-04:00,2025,1,27,1,0,1,3,0,1,21584,19577.301,1731.164,1270.551147,26.42,0.0,8979.299,9321.92,-2529.0,-2529.0,11557.069,11777.319,375.000092,320.000031
2025-01-27_04:00-05:00,2025-01-27,04:00-05:00,2025,1,27,1,0,1,4,0,1,21426,19536.789,1545.946,963.146973,16.07,0.02,8975.999,9396.508,-2526.0,-2526.0,11526.379,11876.127,423.999939,323.000183
2025-01-27_05:00-06:00,2025-01-27,05:00-06:00,2025,1,27,1,0,1,5,0,1,22241,20093.385,1348.78,1060.428955,11.79,0.13,8975.999,9417.706,-2011.0,-2011.0,11510.979,11905.818,425.999847,320.000122
2025-01-27_06:00-07:00,2025-01-27,06:00-07:00,2025,1,27,1,0,1,6,0,1,23766,21531.871,1183.895,984.291016,38.37,2.138,8978.199,9433.102,-1926.0,-1931.0,11509.429,11970.079,444.999969,428.000397
2025-01-27_07:00-08:00,2025-01-27,07:00-08:00,2025,1,27,1,0,1,7,0,0,27441,25016.213,1035.768,978.290955,1986.822,944.504944,9789.499,10063.296,-2707.0,-2707.0,12990.629,13660.433,451.999786,447.999908
